post_title,product_page_url,ebook Link,Audiobook Link,post_excerpt,sku,regular_price,sale_price,weight,images,meta:total_sales,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Dimension,attribute_data:Dimension,attribute:Edition,attribute_data:Edition,attribute:SIZE,attribute_data:SIZE,attribute:SIZE (Inches),attribute_data:SIZE (Inches),attribute:TYPE,attribute_data:TYPE,attribute:VARIATION,attribute_data:VARIATION,attribute:pa_artist,attribute_data:pa_artist,attribute:pa_authorby,attribute_data:pa_authorby,attribute:pa_binding,attribute_data:pa_binding,attribute:pa_isbn,attribute_data:pa_isbn,attribute:pa_language,attribute_data:pa_language,attribute:pa_media-type,attribute_data:pa_media-type,attribute:pa_no-of-pages,attribute_data:pa_no-of-pages,attribute:pa_publisher,attribute_data:pa_publisher,attribute:pa_subject,attribute_data:pa_subject,attribute:pa_tags,attribute_data:pa_tags
(Vol. 16) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-16-pictorial-stories-for-children/,,,Vol. 16,MCE047,100,90,120,https://shop.advaitaashrama.org/wp-content/uploads/2020/01/MCE047.jpg ! alt : ! title : MCE047 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2020/01/MCE047_1.jpg ! alt : ! title : MCE047_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-5.jpg ! alt : ! title : MCE047 (5) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-6.jpg ! alt : ! title : MCE047 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-7.jpg ! alt : ! title : MCE047 (7) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-8.jpg ! alt : ! title : MCE047 (8) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-9.jpg ! alt : ! title : MCE047 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-10.jpg ! alt : ! title : MCE047 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-11.jpg ! alt : ! title : MCE047 (11) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-1.jpg ! alt : ! title : MCE047 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-2.jpg ! alt : ! title : MCE047 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-3.jpg ! alt : ! title : MCE047 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE047-4.jpg ! alt : ! title : MCE047 (4) ! desc : ! caption :,8,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,2|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 17) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-17-pictorial-stories-for-children/,,,Vol. 17,MCE048,100,90,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048.jpg ! alt : ! title : MCE048 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048_1.jpg ! alt : ! title : MCE048_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-9.jpg ! alt : ! title : MCE048 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-10.jpg ! alt : ! title : MCE048 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-1.jpg ! alt : ! title : MCE048 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-2.jpg ! alt : ! title : MCE048 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-3.jpg ! alt : ! title : MCE048 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-4.jpg ! alt : ! title : MCE048 (4) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-5.jpg ! alt : ! title : MCE048 (5) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-6.jpg ! alt : ! title : MCE048 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-7.jpg ! alt : ! title : MCE048 (7) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE048-8.jpg ! alt : ! title : MCE048 (8) ! desc : ! caption :,7,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,2|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 18) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-18-pictorial-stories-for-children/,,,Vol. 18,MCE049,100,90,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049.jpg ! alt : ! title : MCE049 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049_1.jpg ! alt : ! title : MCE049_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-9.jpg ! alt : ! title : MCE049 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-10.jpg ! alt : ! title : MCE049 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-1.jpg ! alt : ! title : MCE049 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-2.jpg ! alt : ! title : MCE049 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-3.jpg ! alt : ! title : MCE049 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-4.jpg ! alt : ! title : MCE049 (4) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-5.jpg ! alt : ! title : MCE049 (5) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-6.jpg ! alt : ! title : MCE049 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE049-7.jpg ! alt : ! title : MCE049 (7) ! desc : ! caption :,6,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,2|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 19) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-19-pictorial-stories-for-children/,,,Vol. 19,MCE050,100,90,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050.jpg ! alt : ! title : MCE050 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050_1.jpg ! alt : ! title : MCE050_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-8.jpg ! alt : ! title : MCE050 (8) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-9.jpg ! alt : ! title : MCE050 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-10.jpg ! alt : ! title : MCE050 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-1.jpg ! alt : ! title : MCE050 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-2.jpg ! alt : ! title : MCE050 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-3.jpg ! alt : ! title : MCE050 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-4.jpg ! alt : ! title : MCE050 (4) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-5.jpg ! alt : ! title : MCE050 (5) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-6.jpg ! alt : ! title : MCE050 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE050-7.jpg ! alt : ! title : MCE050 (7) ! desc : ! caption :,10,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,2|1|0,Paperback,5|1|0,9.79E+12,1|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 21) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-21-pictorial-stories-for-children/,,,Vol. 21,MCE052,65,58,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052.jpg ! alt : ! title : MCE052 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052_1.jpg ! alt : ! title : MCE052_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-9.jpg ! alt : ! title : MCE052 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-10.jpg ! alt : ! title : MCE052 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-1.jpg ! alt : ! title : MCE052 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-2.jpg ! alt : ! title : MCE052 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-3.jpg ! alt : ! title : MCE052 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-4.jpg ! alt : ! title : MCE052 (4) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-5.jpg ! alt : ! title : MCE052 (5) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-6.jpg ! alt : ! title : MCE052 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-7.jpg ! alt : ! title : MCE052 (7) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE052-8.jpg ! alt : ! title : MCE052 (8) ! desc : ! caption :,4,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,3|1|0,English,4|1|0,,,32,2|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 22) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-22-pictorial-stories-for-children/,,,Vol. 22,MCE053,90,54,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053.jpg ! alt : ! title : MCE053 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053_1.jpg ! alt : ! title : MCE053_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-8.jpg ! alt : ! title : MCE053 (8) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-9.jpg ! alt : ! title : MCE053 (9) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-10.jpg ! alt : ! title : MCE053 (10) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-1.jpg ! alt : ! title : MCE053 (1) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-2.jpg ! alt : ! title : MCE053 (2) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-3.jpg ! alt : ! title : MCE053 (3) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-4.jpg ! alt : ! title : MCE053 (4) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-6.jpg ! alt : ! title : MCE053 (6) ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE053-7.jpg ! alt : ! title : MCE053 (7) ! desc : ! caption :,9,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,2|1|0,Paperback,5|1|0,9.79E+12,1|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 23) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-23-pictorial-stories-for-children/,,,Vol. 23,MCE054,70,54,125,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE054.jpg ! alt : ! title : MCE054 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE054_1.jpg ! alt : ! title : MCE054_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-1-1.jpg ! alt : ! title : MCE054-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-9.jpg ! alt : ! title : MCE054-9 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-8.jpg ! alt : ! title : MCE054-8 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-7.jpg ! alt : ! title : MCE054-7 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-6.jpg ! alt : ! title : MCE054-6 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-5.jpg ! alt : ! title : MCE054-5 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-4.jpg ! alt : ! title : MCE054-4 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-3.jpg ! alt : ! title : MCE054-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/12/MCE054-2.jpg ! alt : ! title : MCE054-2 ! desc : ! caption :,7,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,2|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
(Vol. 25) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-25-pictorial-stories-for-children/,,,Vol. 25,MCE056,75,40,120,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056.jpg ! alt : ! title : MCE056 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056_1.jpg ! alt : ! title : MCE056_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-1.jpg ! alt : ! title : MCE056-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-2.jpg ! alt : ! title : MCE056-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-3.jpg ! alt : ! title : MCE056-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-4.jpg ! alt : ! title : MCE056-4 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-5.jpg ! alt : ! title : MCE056-5 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-6.jpg ! alt : ! title : MCE056-6 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-7.jpg ! alt : ! title : MCE056-7 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-8.jpg ! alt : ! title : MCE056-8 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-9.jpg ! alt : ! title : MCE056-9 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE056-10.jpg ! alt : ! title : MCE056-10 ! desc : ! caption :,7,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,1|1|0,Paperback,5|1|0,9.79E+12,2|1|0,English,4|1|0,,,32,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
Devotees of Panduranga - (Vol. 26) Pictorial Stories for Children,https://shop.advaitaashrama.org/product/vol-26-pictorial-stories-for-children/,,,Vol. 26,MCE057,120,108,155,https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057.jpg ! alt : ! title : MCE057 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057_1.jpg ! alt : ! title : MCE057_1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-1.jpg ! alt : ! title : MCE057-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-2.jpg ! alt : ! title : MCE057-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-3.jpg ! alt : ! title : MCE057-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-4.jpg ! alt : ! title : MCE057-4 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-5.jpg ! alt : ! title : MCE057-5 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-6.jpg ! alt : ! title : MCE057-6 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-7-scaled.jpg ! alt : ! title : MCE057-7 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-8.jpg ! alt : ! title : MCE057-8 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-9.jpg ! alt : ! title : MCE057-9 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/08/MCE057-10.jpg ! alt : ! title : MCE057-10 ! desc : ! caption :,13,simple,outofstock,"Ramakrishna Math, Chennai|Books|Books > Children's Books",Chennai|Children&#039;s Books|English|Ramakrishna Math|Various Authors,,,,,,,,,,,,,,,,Various Authors,2|1|0,Paperback,5|1|0,9.79E+12,1|1|0,English,4|1|0,,,44,3|1|0,"Ramakrishna Math, Chennai",6|1|0,,,Children's Books,0|1|0
Prabuddha Bharata Sep 2019,https://shop.advaitaashrama.org/product/prabuddha-bharata-sep-2019/,,,Single Issue without subscription,APB010-0919,15,,130,https://shop.advaitaashrama.org/wp-content/uploads/2019/09/pb092019.jpg ! alt : ! title : pb092019 ! desc : ! caption :,6,simple,,Magazine > Prabuddha Bharata,2019|Magazine|Prabuddha Bharata|Single Issue,,,,,,,,,,,,,,,,,,,,,,English,0|1|0,,,,,Advaita Ashrama,1|1|0,,,,
Prachin Sadhuder Katha (Part 2),https://shop.advaitaashrama.org/product/prachin-sadhuder-katha-part-2/,,,Compiled &amp; Edited by Swami Chetanananda,UOB137,250,,830,https://shop.advaitaashrama.org/wp-content/uploads/2019/09/UOB137.jpg ! alt : ! title : UOB137 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/09/UOB142-3.jpg ! alt : ! title : UOB142-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/09/UOB142-4.jpg ! alt : ! title : UOB142-4 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2021/09/UOB142-5.jpg ! alt : ! title : UOB142-5 ! desc : ! caption :,159,simple,outofstock|rated-5,Books|Books > Personalities|Books > Self Help > Spiritual Life|Books > Sri Ramakrishna > Ramakrishna Order,Bengali|Reminiscences|Swami Chetanananda|Udbodhan Karyalaya,,,,,,,,,,,,,,,,Swami Chetanananda,0|1|0,Deluxe (Hardbound),5|1|0,9.79E+12,2|1|0,Bengali,1|1|0,,,607,3|1|0,"Udbodhan Karyalaya, Kolkata",4|1|0,,,Ramakrishna Movement|Reminiscences,6|1|0
Prabuddha Bharata Oct 2019,https://shop.advaitaashrama.org/product/prabuddha-bharata-oct-2019/,,,Single Issue without subscription,APB010-1019,15,,130,https://shop.advaitaashrama.org/wp-content/uploads/2019/06/2019_oct_main-scaled.jpg ! alt : ! title : 2019_oct_main ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/06/2019_oct_content-scaled.jpg ! alt : ! title : 2019_oct_content ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/06/22-scaled.jpg ! alt : ! title : 22 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/06/15-1-scaled.jpg ! alt : ! title : 15 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/06/13-1-scaled.jpg ! alt : ! title : 13 ! desc : ! caption :,10,simple,outofstock|rated-5,Magazine > Prabuddha Bharata,2019|Magazine|Prabuddha Bharata|Single Issue,,,,,,,,,,,,,,,,,,,,,,English,0|1|0,,,,,Advaita Ashrama,1|1|0,,,,
Poems of Swami Vivekananda,https://shop.advaitaashrama.org/product/poems-of-swami-vivekananda/,,,Swami Suparnananda,IVE041,130,117,410,https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-0-scaled.jpg ! alt : ! title : IVE041-0 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-1-scaled.jpg ! alt : ! title : IVE041-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-2-scaled.jpg ! alt : ! title : IVE041-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-3-scaled.jpg ! alt : ! title : IVE041-3 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-4-scaled.jpg ! alt : ! title : IVE041-4 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/IVE041-5-scaled.jpg ! alt : ! title : IVE041-5 ! desc : ! caption :,19,simple,outofstock,"Ramakrishna Mission, Golpark|Books",,,,,,,,,,,,,,,,,Swami Suparnananda,0|1|0,,,9.79E+12,4|1|0,English,1|1|0,,,326,2|1|0,"Ramakrishna Mission, Golpark",3|1|0,,,,
Swami Vivekanand Ka Bachpan (Hindi),https://shop.advaitaashrama.org/product/swami-vivekanand-ka-bachpan-hindi/,,,Sri Lakshminarayan Induria,ACH033,35,28,110,https://shop.advaitaashrama.org/wp-content/uploads/2019/10/ACH033.jpg ! alt : ! title : ACH033 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/ACH033-1.jpg ! alt : ! title : ACH033-1 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/ACH033-2.jpg ! alt : ! title : ACH033-2 ! desc : ! caption : | https://shop.advaitaashrama.org/wp-content/uploads/2019/10/ACH033-3.jpg ! alt : ! title : ACH033-3 ! desc : ! caption :,95,simple,outofstock|rated-5,Advaita Ashrama Publication|Books|Books > Children's Books|Books > Swami Vivekananda|Books > Swami Vivekananda > Vivekananda – Life,,,,,,,,,,,,,,,,,Sri Lakshminarayan Induria,0|1|1,Paperback,1|1|1,9.79E+12,2|1|0,Hindi,3|1|0,,,40,4|1|0,Advaita Ashrama,5|1|0,,,,
